,Country,Time,PopMale,PopFemale,PopTotal,PopDensity
7313,Small Island Developing States (SIDS),2014,"34,259,365","33,920,993","68,180,358",56.998
7314,Small Island Developing States (SIDS),2015,"34,609,523","34,245,997","68855,52",57.563
7315,Small Island Developing States (SIDS),2016,"34,958,635","34,556,326","69,514,961",58.114
7316,Small Island Developing States (SIDS),2017,"35,304,287","34,853,231","70,157,518",58.651
7317,Small Island Developing States (SIDS),2018,"35,647,321","35,144,515","70,791,836",59.181
7318,Small Island Developing States (SIDS),2019,"35,988,107","35440,72","71,428,827",59.714
7319,Small Island Developing States (SIDS),2020,"36,326,991","35,749,107","72,076,098",60.255
7320,Solomon Islands,2001,"217,742","206,207","423,949",15.146
7321,Solomon Islands,2002,"223,386","212,048","435,434",15.557
7322,Solomon Islands,2003,"229,017","217,999","447,016",15.971
7323,Solomon Islands,2004,"234,585","223,964","458,549",16.383
7324,Solomon Islands,2005,"240,063","229,855","469,918",16.789
7325,Solomon Islands,2006,"245,432","235,654","481,086",17.188
7326,Solomon Islands,2007,"250,719","241,414","492,133",17.582
7327,Solomon Islands,2008,"256,139","247,227","503,366",17.984
7328,Solomon Islands,2009,"261,903","253,279","515,182",18.406
7329,Solomon Islands,2010,"268,186","259,675","527,861",18.859
7330,Solomon Islands,2011,"275,048","266,474","541,522",19.347
7331,Solomon Islands,2012,"282,449","273,617","556,066",19.867
7332,Solomon Islands,2013,"290,265","281,064","571,329",20.412
7333,Solomon Islands,2014,"298,355","288,724","587,079",20.975
7334,Solomon Islands,2015,"306,577","296,556","603,133",21.548
7335,Solomon Islands,2016,"314,912","304,526","619,438",22.131
7336,Solomon Islands,2017,"323,376","312,654","636,03",22.723
7337,Solomon Islands,2018,"331,947","320,909","652,856",23.325
7338,Solomon Islands,2019,"340,582","329,239","669,821",23.931
7339,Solomon Islands,2020,"349,262","337,616","686,878",24.54
7340,Somalia,2001,"4,599,551","4,587,168","9,186,719",14.644
7341,Somalia,2002,"4,756,276","4,745,059","9,501,335",15.145
7342,Somalia,2003,"4912,67","4,902,742","9,815,412",15.646
7343,Somalia,2004,"5,069,267","5,060,984","10,130,251",16.148
7344,Somalia,2005,"5,226,471","5,220,385","10,446,856",16.653
7345,Somalia,2006,"5,383,597","5,380,307","10,763,904",17.158
7346,Somalia,2007,"5,540,039","5,540,083","11,080,122",17.662
7347,Somalia,2008,"5,696,698","5700,49","11,397,188",18.167
7348,Somalia,2009,"5,854,968","5,862,723","11,717,691",18.678
7349,Somalia,2010,"6,016,043","6,027,843","12,043,886",19.198
7350,Somalia,2011,"6,180,205","6196,1","12,376,305",19.728
7351,Somalia,2012,"6,347,724","6,367,763","12,715,487",20.269
7352,Somalia,2013,"6,519,803","6,543,908","13,063,711",20.824
7353,Somalia,2014,"6,697,812","6,725,759","13,423,571",21.398
7354,Somalia,2015,"6,882,856","6,914,348","13,797,204",21.993
7355,Somalia,2016,"7,075,493","7,110,142","14,185,635",22.612
7356,Somalia,2017,"7,275,858","7,313,307","14,589,165",23.256
7357,Somalia,2018,"7,484,099","7,524,126","15,008,225",23.924
7358,Somalia,2019,"7,700,196","7742,71","15,442,906",24.616
7359,Somalia,2020,"7,924,087","7,969,132","15,893,219",25.334
7360,South Africa,2001,"22468,02","23,103,252","45,571,272",37.566
7361,South Africa,2002,"22,752,951","23,397,962","46,150,913",38.044
7362,South Africa,2003,"23,032,769","23,686,434","46,719,203",38.513
7363,South Africa,2004,"23315,48","23976,13","47291,61",38.984
7364,South Africa,2005,"23,607,459","24,273,136","47,880,595",39.47
7365,South Africa,2006,"23,910,124","24579,34","48,489,464",39.972
7366,South Africa,2007,"24223,89","24,895,876","49,119,766",40.491
7367,South Africa,2008,"24,552,622","25226,85","49,779,472",41.035
7368,South Africa,2009,"24,900,459","25,576,554","50,477,013",41.61
7369,South Africa,2010,"25,269,501","25,947,466","51,216,967",42.22
7370,South Africa,2011,"25,662,032","26,341,727","52,003,759",42.869
7371,South Africa,2012,"26,075,395","26,757,264","52,832,659",43.552
7372,South Africa,2013,"26,500,317","27,186,808","53,687,125",44.257
7373,South Africa,2014,"26924,05","27,620,134","54,544,184",44.963
7374,South Africa,2015,"27,337,004","28,049,365","55,386,369",45.657
7375,South Africa,2016,"27,735,713","28,471,936","56,207,649",46.334
7376,South Africa,2017,"28,121,437","28,888,314","57,009,751",46.995
7377,South Africa,2018,"28,495,093","29,297,427","57792,52",47.641
7378,South Africa,2019,"28,859,302","29,698,965","58,558,267",48.272
7379,South Africa,2020,"29,216,012","30,092,678","59308,69",48.891
7380,South America,2001,"174,776,847","178,556,643","353333,49",20.235
7381,South America,2002,"177,110,594","181,022,619","358,133,213",20.51
7382,South America,2003,"179,384,941","183,424,729","362809,67",20.778
7383,South America,2004,"181,599,481","185,765,861","367,365,342",21.039
7384,South America,2005,"183,755,106","188,049,529","371,804,635",21.293
7385,South America,2006,"185,849,368","190,273,415","376,122,783",21.541
7386,South America,2007,"187,885,054","192,440,001","380,325,055",21.781
7387,South America,2008,"189,875,317","194,564,159","384,439,476",22.017
7388,South America,2009,"191837,72","196,665,624","388,503,344",22.25
7389,South America,2010,"193,785,064","198,758,631","392,543,695",22.481
7390,South America,2011,"195,722,747","200,849,004","396,571,751",22.712
7391,South America,2012,"197,648,271","202,933,292","400,581,563",22.941
7392,South America,2013,"199,556,594","205,005,354","404,561,948",23.169
7393,South America,2014,"201,439,213","207,054,587","408493,8",23.394
7394,South America,2015,"203,289,834","209,072,856","412362,69",23.616
7395,South America,2016,"205,106,509","211,058,362","416,164,871",23.834
7396,South America,2017,"206,891,408","213,012,512","419903,92",24.048
7397,South America,2018,"208,646,945","214,934,153","423,581,098",24.259
7398,South America,2019,"210376,84","216,822,585","427,199,425",24.466
7399,South America,2020,"212,083,073","218,676,699","430,759,772",24.67
7400,South Asian Association for Regional Cooperation (SAARC),2001,"734,287,675","682535,32","1,416,822,995",296.93
7401,South Asian Association for Regional Cooperation (SAARC),2002,"747,687,242","694,956,802","1,442,644,044",302.341
7402,South Asian Association for Regional Cooperation (SAARC),2003,"761,011,106","707,313,317","1,468,324,423",307.723
7403,South Asian Association for Regional Cooperation (SAARC),2004,"774,177,254","719,580,592","1,493,757,846",313.053
7404,South Asian Association for Regional Cooperation (SAARC),2005,"787,123,242","731,738,304","1,518,861,546",318.314
7405,South Asian Association for Regional Cooperation (SAARC),2006,"799,833,027","743,777,659","1,543,610,686",323.501
7406,South Asian Association for Regional Cooperation (SAARC),2007,"812,311,741","755,691,434","1,568,003,175",328.613
7407,South Asian Association for Regional Cooperation (SAARC),2008,"824,546,672","767,464,143","1,592,010,815",333.645
7408,South Asian Association for Regional Cooperation (SAARC),2009,"836,530,392","779,079,795","1,615,610,187",338.59
7409,South Asian Association for Regional Cooperation (SAARC),2010,"848,264,325","790,528,602","1,638,792,927",343.449
7410,South Asian Association for Regional Cooperation (SAARC),2011,"859,732,708","801799,45","1,661,532,158",348.214
7411,South Asian Association for Regional Cooperation (SAARC),2012,"870,950,799","812,897,252","1,683,848,051",352.891
7412,South Asian Association for Regional Cooperation (SAARC),2013,"881,990,653","823,848,945","1,705,839,598",357.5
7413,South Asian Association for Regional Cooperation (SAARC),2014,"892,949,656","834,692,878","1,727,642,534",362.07
7414,South Asian Association for Regional Cooperation (SAARC),2015,"903,898,356","845,456,735","1,749,355,091",366.62
7415,South Asian Association for Regional Cooperation (SAARC),2016,"914,857,904","856,147,699","1,771,005,603",371.157
7416,South Asian Association for Regional Cooperation (SAARC),2017,"925,810,088","866,757,104","1,792,567,192",375.676
7417,South Asian Association for Regional Cooperation (SAARC),2018,"936,736,308","877277,47","1,814,013,778",380.171
7418,South Asian Association for Regional Cooperation (SAARC),2019,"947,602,141","887,695,362","1,835,297,503",384.631
7419,South Asian Association for Regional Cooperation (SAARC),2020,"958,377,151","897,999,501","1,856,376,652",389.049
7420,South Sudan,2001,"3,212,541","3235,25","6,447,791",10.554
7421,South Sudan,2002,"3,333,363","3,354,862","6,688,225",10.947
7422,South Sudan,2003,"3,457,821","3,477,844","6,935,665",11.352
7423,South Sudan,2004,"3,597,546","3,615,808","7,213,354",11.807
7424,South Sudan,2005,"3,759,857","3,776,074","7,535,931",12.335
7425,South Sudan,2006,"3,946,773","3,960,634","7,907,407",12.943
7426,South Sudan,2007,"4,151,962","4,163,182","8,315,144",13.61
7427,South Sudan,2008,"4,364,231","4,372,701","8,736,932",14.301
7428,South Sudan,2009,"4,568,227","4,574,031","9,142,258",14.964
7429,South Sudan,2010,"4,752,499","4,755,873","9,508,372",15.563
7430,South Sudan,2011,"4,914,724","4,915,971","9,830,695",16.091
7431,South Sudan,2012,"5,057,131","5,056,517","10,113,648",16.554
7432,South Sudan,2013,"5178,65","5176,38","10355,03",16.949
7433,South Sudan,2014,"5,279,348","5,275,534","10,554,882",17.276
7434,South Sudan,2015,"5,360,486","5,355,171","10,715,657",17.539
7435,South Sudan,2016,"5,419,653","5,412,867","10832,52",17.731
7436,South Sudan,2017,"5,459,493","5,451,281","10,910,774",17.859
7437,South Sudan,2018,"5,492,758","5,483,166","10,975,924",17.965
7438,South Sudan,2019,"5536,53","5,525,584","11,062,114",18.106
7439,South Sudan,2020,"5,603,014","5,590,715","11,193,729",18.322
7440,South-Eastern Asia,2001,"265,181,303","267,268,305","532,449,608",122.664
7441,South-Eastern Asia,2002,"268,812,889","270,929,063","539,741,952",124.344
7442,South-Eastern Asia,2003,"272,410,913","274,512,218","546,923,131",125.999
7443,South-Eastern Asia,2004,"276,015,934","278,030,733","554,046,667",127.64
7444,South-Eastern Asia,2005,"279,657,318","281,498,763","561,156,081",129.278
7445,South-Eastern Asia,2006,"283,342,531","284,910,297","568,252,828",130.913
7446,South-Eastern Asia,2007,"287,063,163","288,274,943","575,338,106",132.545
7447,South-Eastern Asia,2008,"290,812,259","291,640,633","582,452,892",134.184
7448,South-Eastern Asia,2009,"294,576,798","295,069,433","589,646,231",135.841
7449,South-Eastern Asia,2010,"298,344,574","298,602,672","596,947,246",137.523
7450,South-Eastern Asia,2011,"302,115,077","302,261,763","604376,84",139.235
7451,South-Eastern Asia,2012,"305,884,147","306,026,442","611,910,589",140.97
7452,South-Eastern Asia,2013,"309,630,514","309,843,923","619,474,437",142.713
7453,South-Eastern Asia,2014,"313,327,222","313,638,019","626,965,241",144.439
7454,South-Eastern Asia,2015,"316,953,785","317,351,914","634,305,699",146.13
7455,South-Eastern Asia,2016,"320499,46","320967,18","641466,64",147.78
7456,South-Eastern Asia,2017,"323,964,377","324,495,376","648,459,753",149.391
7457,South-Eastern Asia,2018,"327,352,512","327,945,926","655,298,438",150.966
7458,South-Eastern Asia,2019,"330,672,968","331,338,878","662,011,846",152.513
7459,South-Eastern Asia,2020,"333,931,707","334,688,147","668,619,854",154.035
7460,Southern Africa,2001,"25,622,817","26,496,142","52,118,959",19.663
7461,Southern Africa,2002,"25,935,661","26,820,294","52,755,955",19.903
7462,Southern Africa,2003,"26,240,391","27,133,463","53,373,854",20.136
7463,Southern Africa,2004,"26,549,022","27,448,098","53997,12",20.371
7464,Southern Africa,2005,"26,870,768","27773,91","54,644,678",20.615
7465,Southern Africa,2006,"27,208,584","28,114,137","55,322,721",20.871
7466,Southern Africa,2007,"27,562,277","28469,04","56,031,317",21.139
7467,Southern Africa,2008,"27,934,147","28,841,421","56,775,568",21.419
7468,Southern Africa,2009,"28,325,754","29233,39","57,559,144",21.715
7469,Southern Africa,2010,"28,737,467","29,645,899","58,383,366",22.026
7470,Southern Africa,2011,"29,170,944","30,080,741","59,251,685",22.353
7471,Southern Africa,2012,"29,624,557","30,536,703","60161,26",22.697
7472,Southern Africa,2013,"30,090,844","31,007,709","61,098,553",23.05
7473,Southern Africa,2014,"30,559,575","31,485,124","62,044,699",23.407
7474,Southern Africa,2015,"31,022,829","31,962,206","62,985,035",23.762
7475,Southern Africa,2016,"31477,85","32,436,803","63,914,653",24.113
7476,Southern Africa,2017,"31,924,973","32,908,817","64833,79",24.459
7477,Southern Africa,2018,"32,363,356","33,376,132","65,739,488",24.801
7478,Southern Africa,2019,"32,793,014","33836,88","66,629,894",25.137
7479,Southern Africa,2020,"33213,98","34,289,667","67,503,647",25.467
7480,Southern African Development Community (SADC),2001,"109,653,119","112,589,116","222,242,235",23.037
7481,Southern African Development Community (SADC),2002,"112,234,626","115,271,498","227,506,124",23.582
7482,Southern African Development Community (SADC),2003,"114,925,754","118,060,328","232,986,082",24.15
7483,Southern African Development Community (SADC),2004,"117,733,989","120956,12","238,690,109",24.742
7484,Southern African Development Community (SADC),2005,"120665,82","123,960,506","244,626,326",25.357
7485,Southern African Development Community (SADC),2006,"123728,06","127,078,402","250,806,462",25.998
7486,Southern African Development Community (SADC),2007,"126,926,861","130318,04","257,244,901",26.665
7487,Southern African Development Community (SADC),2008,"130,265,906","133,686,431","263,952,337",27.36
7488,Southern African Development Community (SADC),2009,"133,747,145","137,190,811","270,937,956",28.084
7489,Southern African Development Community (SADC),2010,"137,370,436","140,835,014","278205,45",28.838
7490,Southern African Development Community (SADC),2011,"141,138,563","144,623,097","285761,66",29.621
7491,Southern African Development Community (SADC),2012,"145,047,724","148,550,826","293598,55",30.433
7492,Southern African Development Community (SADC),2013,"149,082,051","152,602,817","301,684,868",31.272
7493,Southern African Development Community (SADC),2014,"153219,95","156,757,627","309,977,577",32.131
7494,Southern African Development Community (SADC),2015,"157,444,844","160,999,012","318,443,856",33.009
7495,Southern African Development Community (SADC),2016,"161,750,662","165,321,352","327,072,014",33.903
7496,Southern African Development Community (SADC),2017,"166,138,139","169,726,253","335,864,392",34.814
7497,Southern African Development Community (SADC),2018,"170605,86","174,213,614","344,819,474",35.743
7498,Southern African Development Community (SADC),2019,"175154,49","178,785,639","353,940,129",36.688
7499,Southern African Development Community (SADC),2020,"179,784,609","183,443,917","363,228,526",37.651
7500,Southern Asia,2001,"768,101,673","715,170,433","1,483,272,106",231.757
7501,Southern Asia,2002,"781,939,591","727,989,254","1,509,928,845",235.922
7502,Southern Asia,2003,"795,700,435","740,746,935","1536447,37",240.065
7503,Southern Asia,2004,"809,283,004","753,426,121","1,562,709,125",244.168
7504,Southern Asia,2005,"822,612,851","766011,04","1,588,623,891",248.218
7505,Southern Asia,2006,"835,667,502","778497,94","1,614,165,442",252.208
7506,Southern Asia,2007,"848,461,682","790,877,969","1,639,339,651",256.142
7507,Southern Asia,2008,"861,006,051","803,125,372","1,664,131,423",260.015
7508,Southern Asia,2009,"873325,55","815209,47","1688535,02",263.828
7509,Southern Asia,2010,"885,444,515","827,110,931","1,712,555,446",267.581
7510,Southern Asia,2011,"897354,83","838,812,287","1,736,167,117",271.271
7511,Southern Asia,2012,"909,063,677","850,324,255","1,759,387,932",274.899
7512,Southern Asia,2013,"920,630,709","861,690,852","1,782,321,561",278.482
7513,Southern Asia,2014,"932,133,859","872,974,444","1,805,108,303",282.043
7514,Southern Asia,2015,"943,628,499","884218,8","1,827,847,299",285.595
7515,Southern Asia,2016,"955,132,438","895,437,156","1,850,569,594",289.146
7516,Southern Asia,2017,"966,629,074","906,612,006","1873241,08",292.688
7517,Southern Asia,2018,"978,095,203","917,718,779","1,895,813,982",296.215
7518,Southern Asia,2019,"989,492,031","928,719,365","1,918,211,396",299.715
7519,Southern Asia,2020,"1,000,785,557","939,584,048","1,940,369,605",303.177
7520,Southern Common Market (MERCOSUR),2001,"126,868,865","129,583,458","256,452,323",18.812
7521,Southern Common Market (MERCOSUR),2002,"128,546,983","131,373,516","259,920,499",19.066
7522,Southern Common Market (MERCOSUR),2003,"130,187,771","133,123,427","263,311,198",19.315
7523,Southern Common Market (MERCOSUR),2004,"131785,55","134,830,579","266,616,129",19.557
7524,Southern Common Market (MERCOSUR),2005,"133,336,866","136,493,806","269,830,672",19.793
7525,Southern Common Market (MERCOSUR),2006,"134,834,591","138,106,892","272,941,483",20.021
7526,Southern Common Market (MERCOSUR),2007,"136,280,262","139,670,708","275950,97",20.242
7527,Southern Common Market (MERCOSUR),2008,"137,689,489","141,199,833","278,889,322",20.458
7528,Southern Common Market (MERCOSUR),2009,"139,084,197","142714,54","281,798,737",20.671
7529,Southern Common Market (MERCOSUR),2010,"140,477,801","144,227,416","284,705,217",20.884
7530,Southern Common Market (MERCOSUR),2011,"141,886,185","145,752,584","287,638,769",21.099
7531,Southern Common Market (MERCOSUR),2012,"143,299,907","147,281,562","290,581,469",21.315
7532,Southern Common Market (MERCOSUR),2013,"144677,25","148,777,818","293,455,068",21.526
7533,Southern Common Market (MERCOSUR),2014,"145,960,338","150,190,367","296,150,705",21.724
7534,Southern Common Market (MERCOSUR),2015,"147,112,637","151,486,856","298,599,493",21.904
7535,Southern Common Market (MERCOSUR),2016,"148110,22","152,646,383","300,756,603",22.062
7536,Southern Common Market (MERCOSUR),2017,"148,978,874","153691,13","302,670,004",22.202
7537,Southern Common Market (MERCOSUR),2018,"149,792,014","154,684,072","304,476,086",22.335
7538,Southern Common Market (MERCOSUR),2019,"150,652,191","155,713,304","306,365,495",22.473
7539,Southern Common Market (MERCOSUR),2020,"151,630,576","156,839,839","308,470,415",22.628
7540,Southern Europe,2001,"71,086,217","74,455,675","145,541,892",112.394
7541,Southern Europe,2002,"71,584,101","74893,55","146,477,651",113.117
7542,Southern Europe,2003,"72,156,798","75,405,386","147,562,184",113.955
7543,Southern Europe,2004,"72,728,354","75,934,082","148,662,436",114.804
7544,Southern Europe,2005,"73,241,101","76,435,067","149,676,168",115.587
7545,Southern Europe,2006,"73,680,483","76,898,559","150,579,042",116.284
7546,Southern Europe,2007,"74,055,035","77,327,831","151,382,866",116.905
7547,Southern Europe,2008,"74,358,777","77,707,281","152,066,058",117.433
7548,Southern Europe,2009,"74,591,182","78,021,908","152613,09",117.855
7549,Southern Europe,2010,"74,753,753","78,261,765","153,015,518",118.166
7550,Southern Europe,2011,"74,838,028","78,416,929","153,254,957",118.351
7551,Southern Europe,2012,"74,844,836","78,488,977","153,333,813",118.412
7552,Southern Europe,2013,"74,797,549","78,494,705","153,292,254",118.38
7553,Southern Europe,2014,"74,728,812","78,459,409","153,188,221",118.299
7554,Southern Europe,2015,"74,662,665","78,402,208","153,064,873",118.204
7555,Southern Europe,2016,"74608,15","78,328,684","152,936,834",118.105
7556,Southern Europe,2017,"74,560,377","78,235,969","152,796,346",117.997
7557,Southern Europe,2018,"74,512,402","78,125,168","152637,57",117.874
7558,Southern Europe,2019,"74451,62","77995,33","152446,95",117.727
7559,Southern Europe,2020,"74,369,041","77,846,202","152,215,243",117.548
7560,Spain,2001,"20,303,074","21,016,357","41,319,431",82.838
7561,Spain,2002,"20,619,018","21,300,575","41,919,593",84.041
7562,Spain,2003,"20,973,843","21,622,612","42,596,455",85.398
7563,Spain,2004,"21,345,786","21,962,559","43,308,345",86.825
7564,Spain,2005,"21,715,842","22,303,276","44,019,118",88.25
7565,Spain,2006,"22084,46","22,644,101","44,728,561",89.672
7566,Spain,2007,"22,447,367","22,981,704","45,429,071",91.077
7567,Spain,2008,"22,775,575","23,293,236","46,068,811",92.359
7568,Spain,2009,"23,033,009","23,550,557","46,583,566",93.391
7569,Spain,2010,"23,196,133","23,734,878","46,931,011",94.088
7570,Spain,2011,"23,249,643","23,834,599","47,084,242",94.395
7571,Spain,2012,"23,205,468","23,857,591","47,063,059",94.353
7572,Spain,2013,"23,101,425","23,829,129","46,930,554",94.087
7573,Spain,2014,"22,991,828","23,786,099","46,777,927",93.781
7574,Spain,2015,"22,916,241","23,755,678","46,671,919",93.568
7575,Spain,2016,"22,887,826","23,746,305","46,634,131",93.493
7576,Spain,2017,"22,896,014","23,751,411","46,647,425",93.519
7577,Spain,2018,"22,927,764","23,765,099","46,692,863",93.61
7578,Spain,2019,"22,960,648","23,776,134","46,736,782",93.698
7579,Spain,2020,"22,978,338","23,776,445","46,754,783",93.735
7580,Sri Lanka,2001,"9,414,298","9,497,429","18,911,727",301.574
7581,Sri Lanka,2002,"9,468,821","9,593,655","19,062,476",303.978
7582,Sri Lanka,2003,"9,526,937","9,697,099","19,224,036",306.555
7583,Sri Lanka,2004,"9,584,487","9,802,666","19,387,153",309.156
7584,Sri Lanka,2005,"9,638,477","9,906,511","19,544,988",311.673
7585,Sri Lanka,2006,"9,688,299","10,007,678","19,695,977",314.08
7586,Sri Lanka,2007,"9,735,055","10,106,989","19,842,044",316.41
7587,Sri Lanka,2008,"9,779,518","10,204,466","19,983,984",318.673
7588,Sri Lanka,2009,"9,822,961","10,300,547","20,123,508",320.898
7589,Sri Lanka,2010,"9,866,313","10,395,425","20,261,738",323.102
7590,Sri Lanka,2011,"9,909,583","10,488,913","20,398,496",325.283
7591,Sri Lanka,2012,"9,952,377","10,580,222","20,532,599",327.421
7592,Sri Lanka,2013,"9994,7","10,668,353","20,663,053",329.502
7593,Sri Lanka,2014,"10,036,487","10,752,025","20,788,512",331.502
7594,Sri Lanka,2015,"10,077,662","10,830,362","20,908,024",333.408
7595,Sri Lanka,2016,"10,118,294","10,902,883","21,021,177",335.213
7596,Sri Lanka,2017,"10,158,215","10,969,813","21,128,028",336.916
7597,Sri Lanka,2018,"10,196,849","11,031,911","21228,76",338.523
7598,Sri Lanka,2019,"10,233,415","11,090,319","21,323,734",340.037
7599,Sri Lanka,2020,"10,267,351","11,145,899","21413,25",341.465
7600,State of Palestine,2001,"1,680,612","1,629,296","3,309,908",549.819
7601,State of Palestine,2002,"1,716,518","1,663,643","3,380,161",561.489
7602,State of Palestine,2003,"1,748,046","1,693,822","3,441,868",571.739
7603,State of Palestine,2004,"1,780,354","1,724,966","3505,32",582.279
7604,State of Palestine,2005,"1,817,154","1,760,802","3,577,956",594.345
7605,State of Palestine,2006,"1859,76","1,802,661","3,662,421",608.376
7606,State of Palestine,2007,"1,907,067","1,849,392","3,756,459",623.997
7607,State of Palestine,2008,"1,957,441","1,899,251","3,856,692",640.647
7608,State of Palestine,2009,"2,008,263","1,949,421","3,957,684",657.423
7609,State of Palestine,2010,"2057,69","1,997,942","4,055,632",673.693
7610,State of Palestine,2011,"2105,32","2,044,334","4,149,654",689.311
7611,State of Palestine,2012,"2,152,043","2,089,529","4,241,572",704.58
7612,State of Palestine,2013,"2,198,849","2,134,672","4,333,521",719.854
7613,State of Palestine,2014,"2,247,213","2,181,421","4,428,634",735.653
7614,State of Palestine,2015,"2,298,185","2,230,975","4529,16",752.352
7615,State of Palestine,2016,"2,352,012","2,283,632","4,635,644",770.041
7616,State of Palestine,2017,"2,408,294","2,338,939","4,747,233",788.577
7617,State of Palestine,2018,"2,466,617","2,396,361","4,862,978",807.804
7618,State of Palestine,2019,"2526,35","2,455,072","4,981,422",827.479
7619,State of Palestine,2020,"2,586,971","2,514,445","5,101,416",847.411
7620,Sub-Saharan Africa,2001,"326,450,709","330,176,444","656,627,153",30.012
7621,Sub-Saharan Africa,2002,"335,127,334","338,905,815","674,033,149",30.807
7622,Sub-Saharan Africa,2003,"344,070,753","347,886,918","691,957,671",31.627
7623,Sub-Saharan Africa,2004,"353,331,121","357,168,809","710499,93",32.474
7624,Sub-Saharan Africa,2005,"362,945,511","366,787,492","729,733,003",33.353
7625,Sub-Saharan Africa,2006,"372,929,772","376,758,645","749,688,417",34.265
7626,Sub-Saharan Africa,2007,"383279,17","387,077,553","770,356,723",35.21
7627,Sub-Saharan Africa,2008,"393,984,034","397,733,355","791,717,389",36.186
7628,Sub-Saharan Africa,2009,"405,024,883","408,705,582","813,730,465",37.192
7629,Sub-Saharan Africa,2010,"416,385,807","419977,95","836,363,757",38.227
7630,Sub-Saharan Africa,2011,"428,063,268","431,547,255","859,610,523",39.289
7631,Sub-Saharan Africa,2012,"440,057,309","443,415,385","883,472,694",40.38
7632,Sub-Saharan Africa,2013,"452,358,539","455,575,394","907,933,933",41.498
7633,Sub-Saharan Africa,2014,"464,955,561","468,019,468","932,975,029",42.642
7634,Sub-Saharan Africa,2015,"477,837,402","480,739,799","958,577,201",43.813
7635,Sub-Saharan Africa,2016,"491,000,122","493,733,398","984733,52",45.008
7636,Sub-Saharan Africa,2017,"504,435,353","506,993,719","1,011,429,072",46.228
7637,Sub-Saharan Africa,2018,"518,122,129","520,505,083","1,038,627,212",47.471
7638,Sub-Saharan Africa,2019,"532,035,042","534,248,369","1,066,283,411",48.735
7639,Sub-Saharan Africa,2020,"546,155,739","548,209,866","1,094,365,605",50.019
7640,Sudan,2001,"14,027,815","13,943,262","27,971,077",15.847
7641,Sudan,2002,"14,398,166","14306,62","28,704,786",16.263
7642,Sudan,2003,"14,778,501","14,682,016","29,460,517",16.691
7643,Sudan,2004,"15,154,121","15,060,068","30,214,189",17.118
7644,Sudan,2005,"15,515,205","15,434,309","30,949,514",17.535
7645,Sudan,2006,"15,858,365","15,803,459","31,661,824",17.938
7646,Sudan,2007,"16,189,542","16,171,077","32,360,619",18.334
7647,Sudan,2008,"16,519,478","16,541,366","33,060,844",18.731
7648,Sudan,2009,"16,863,374","16,920,405","33,783,779",19.14
7649,Sudan,2010,"17,232,282","17,312,732","34,545,014",19.572
7650,Sudan,2011,"17,629,958","17,719,718","35,349,676",20.028
7651,Sudan,2012,"18053,32","18,140,461","36,193,781",20.506
7652,Sudan,2013,"18,498,015","18574,54","37,072,555",21.004
7653,Sudan,2014,"18,956,886","19,020,771","37,977,657",21.516
7654,Sudan,2015,"19,424,627","19,478,321","38,902,948",22.041
7655,Sudan,2016,"19900,23","19,947,203","39,847,433",22.576
7656,Sudan,2017,"20,385,466","20,427,932","40,813,398",23.123
7657,Sudan,2018,"20,880,946","20,920,586","41,801,532",23.683
7658,Sudan,2019,"21,387,956","21,425,281","42,813,237",24.256
7659,Sudan,2020,"21,907,295","21,941,974","43,849,269",24.843
7660,Suriname,2001,"240,587","235,987","476,574",3.055
7661,Suriname,2002,"243,356","238,872","482,228",3.091
7662,Suriname,2003,"246,187","241,751","487,938",3.128
7663,Suriname,2004,"249,057","244,623","493,68",3.165
7664,Suriname,2005,"251,921","247,54","499,461",3.202
7665,Suriname,2006,"254,798","250,494","505,292",3.239
7666,Suriname,2007,"257,702","253,479","511,181",3.277
7667,Suriname,2008,"260,617","256,505","517,122",3.315
7668,Suriname,2009,"263,56","259,553","523,113",3.353
7669,Suriname,2010,"266,522","262,604","529,126",3.392
7670,Suriname,2011,"269,5","265,677","535,177",3.431
7671,Suriname,2012,"272,492","268,755","541,247",3.47
7672,Suriname,2013,"275,472","271,823","547,295",3.508
7673,Suriname,2014,"278,425","274,853","553,278",3.547
7674,Suriname,2015,"281,315","277,821","559,136",3.584
7675,Suriname,2016,"284,15","280,733","564,883",3.621
7676,Suriname,2017,"286,918","283,583","570,501",3.657
7677,Suriname,2018,"289,623","286,364","575,987",3.692
7678,Suriname,2019,"292,255","289,108","581,363",3.727
7679,Suriname,2020,"294,822","291,812","586,634",3.76
7680,Sweden,2001,"4,401,901","4,495,901","8,897,802",21.684
7681,Sweden,2002,"4,415,228","4,505,475","8,920,703",21.74
7682,Sweden,2003,"4,432,829","4518,61","8,951,439",21.815
7683,Sweden,2004,"4,455,064","4,535,589","8,990,653",21.91
7684,Sweden,2005,"4482,09","4,556,537","9,038,627",22.027
7685,Sweden,2006,"4,514,337","4,581,833","9096,17",22.167
7686,Sweden,2007,"4,551,558","4,611,383","9,162,941",22.33
7687,Sweden,2008,"4,592,348","4,644,085","9,236,433",22.509
7688,Sweden,2009,"4,634,733","4,678,352","9,313,085",22.696
7689,Sweden,2010,"4677,17","4,712,987","9,390,157",22.884
7690,Sweden,2011,"4,719,134","4,747,571","9,466,705",23.07
7691,Sweden,2012,"4,760,674","4,782,143","9,542,817",23.256
7692,Sweden,2013,"4,801,531","4,816,485","9,618,016",23.439
7693,Sweden,2014,"4841,63","4,850,507","9,692,137",23.62
